,post_url,author,author_url,author_type,description,media_type,media_url,media_text
17,https://www.linkedin.com/feed/update/urn:li:activity:6818699375741607936/,Applaudo Studios,https://www.linkedin.com/company/applaudo-studios/,Company,"Tomorrow Gerson Umanzor will take over our Instagram stories in a new episode of “A day in the life”! Stay tuned and check our Instagram profile (https://lnkd.in/eM-RtyT) to discover what happens in his day-to-day as an Angular Developer.

#BestPlaceToCode #TechMadeinLATAM",Single image,https://media-exp3.licdn.com/dms/image/C4E22AQFlv1GTS49TLQ/feedshare-shrink_800/0/1625704615751?e=1629331200&v=beta&t=AR45vpbcSrGr_g2hUlo23O8M-f3z4t3-BvEFBFMV2hU,"   

’ fay .

_F%, —
ate - a
=

bes 3

A day in the life of an |

Angular Developer

Al
"
18,https://www.linkedin.com/feed/update/urn:li:activity:6816518557036281856/,Ternova,https://www.linkedin.com/company/ternovagroup/,Company,"¡Nuestro país puede y debe ser parte del ecosistema de innovación global!

En la visita que hizo la delegación de Estados Unidos, nuestro CEO Rodrigo Tona junto a otros grandes empresarios salvadoreños; hablaron sobre cómo las habilidades y conocimiento en temas como tecnología, conectividad, innovación y digitalización, pueden potenciar el desarrollo de negocios internacionales.

Uniendo esfuerzos y apostando por la educación y capacitación de nuestra gente, podemos liderar los cambios del futuro.

----------------------
Jean Manes Applaudo Studios",Single image,https://media-exp3.licdn.com/dms/image/C4E22AQF966xwVXOh1g/feedshare-shrink_800/0/1625184667430?e=1629331200&v=beta&t=ioXv_mjpPcSLO58u_CA9HlrShS7ZIb8zBRRUKcTqhww," 
"
19,https://www.linkedin.com/feed/update/urn:li:activity:6818343933689573376/,Applaudo Studios,https://www.linkedin.com/company/applaudo-studios/,Company,"Improve your user experience with us. We evaluate your business needs and plan the UX/UI journey with the final user in mind.

Contact us and learn more about our services: https://lnkd.in/dYAYpuu

#BestPlaceToCode #SoftwareOutsourcing #UXUIExperts",Single image,https://media-exp3.licdn.com/dms/image/C4E22AQHR0IKxeewLBg/feedshare-shrink_800/0/1625619871910?e=1629331200&v=beta&t=Ah_JQ6wVP52Fd3MS0BxvuBfd04KG7lykLWe5vAZu0ys," 

Optimize your user experience
for your web or mobile app.
EXCEED YOUR END-USERS
EXPECTATIONS
"
20,https://www.linkedin.com/feed/update/urn:li:activity:6812803336866197504/,Gabriel Guevara,https://www.linkedin.com/in/gabguevara,User,"At Applaudo Studios we’re looking for mid-level UI designers!

If you’re passionate about interfaces, accessibility , love to stay up to date with patterns and the latest platforms (Android, iOS and web), and have experience working on digital products for web and mobile, we want to meet you!
The role is 100% remote, and available for people anywhere.

Apply here👇🏽
#interfacedesign #ui #visualdesign #hiringdesigners",Shared link outside LinkedIn without image,https://applaudostudios.com/careers/376645,
21,https://www.linkedin.com/feed/update/urn:li:activity:6815386579595595776/,Maricruz Murillo,https://www.linkedin.com/in/maricruz-murillo,User,"Check out these jobs at Applaudo Studios 🙌

➡ Agile Coach https://lnkd.in/gyvqg4F

➡ Scrum Team Leader https://lnkd.in/gdhmsYD

#remotejobs #hiring #scrum #agile",Shared link outside LinkedIn without image,https://applaudostudios.com/careers/458222,
22,https://www.linkedin.com/feed/update/urn:li:activity:6809122966148841473/,Fernando Kriete,https://www.linkedin.com/in/fkriete,User,"At KODIGO we are proud to be solving this problem together with Applaudo Studios through our unique Bootcamps that are co-created with their exact skills demand front and center. In other words, we teach the #CreativeTech skills that the worlds tech companies are actually needing so that we can help all of our students land their best paying job to date. As we speak our teams are designing, planning, and launching new bootcamps with the help of IDB Lab in order to enable thousands of young El Salvadoreans to take advantage of a world of abundant opportunities.

#ElSalvador

#tech #opportunities #job #techskills",Shared LinkedIn post,https://www.linkedin.com/feed/update/urn:li:activity:6805968702756925440/,
23,https://www.linkedin.com/feed/update/urn:li:activity:6814298519596257280/,Applaudo Studios,https://www.linkedin.com/company/applaudo-studios/,Company,"Eight years ago we dared to do something bigger. Eight years later we are still and ready for more. 💪

#ApplaudoTurns8 #BestPlaceToCode",Multiple images,"['https://media-exp3.licdn.com/dms/image/C4E22AQFyfLeTsfmN0g/feedshare-shrink_800/0/1624655368823?e=1629331200&v=beta&t=UMJxVi48D1rzTHfSCx-DN-pZaB_Lf3qGjGwHK-jpeMc', 'https://media-exp3.licdn.com/dms/image/C4E22AQEOjrZV4SpmKw/feedshare-shrink_800/0/1624655369938?e=1629331200&v=beta&t=_D6Y0GHrD55jpZ8zvGKIwmsPKAFHp17QwFPRnL9wCeQ']","
 

 

CUSTOMER VISIT
IN CHILE
"
24,https://www.linkedin.com/feed/update/urn:li:activity:6813165629810515968/,Applaudo Studios,https://www.linkedin.com/company/applaudo-studios/,Company,"Started as a dream, a project led by a few. We are now 500 team members and we keep growing even more. Meet our first team ❤

#ApplaudoTurns8 #BestPlaceToCode",Multiple images,"['https://media-exp3.licdn.com/dms/image/C4E22AQF0GAy_uYlCIA/feedshare-shrink_800/0/1624385267497?e=1629331200&v=beta&t=b5fDRq2wfc6ucLYaoEf6DV4zR5v4oFnFeps8XVfvvfc', 'https://media-exp3.licdn.com/dms/image/C4E22AQFAlVZOmRQ-qA/feedshare-shrink_2048_1536/0/1624385267748?e=1629331200&v=beta&t=jzf-Cfilfh0Yur0LHqmd60eSPOwf6vq2wNHdA4cBl9k']","
 

a

 

OUR FIRST
TEAM MEMBERS

Ls
"
25,https://www.linkedin.com/feed/update/urn:li:activity:6817149955245973504/,Applaudo Studios,https://www.linkedin.com/company/applaudo-studios/,Company,"Check our open positions for UI Designers! Submit your application at https://hubs.li/H0Rxhmc0 and join our team!

The hiring and onboarding process is held remotely.
*Most open positions are remote, but make sure to ask during the hiring process.

#BestPlaceToCode #CodeThatChangesLives",Single image,https://media-exp3.licdn.com/dms/image/C4E22AQG24g8bwbsEJw/feedshare-shrink_800/0/1625335200594?e=1629331200&v=beta&t=VJdnKUpWIMsrCLP-ElNX7nGmAbbBNtn2qu_kvPr6Vks," 

We are hiring
UI Designers

{| QUALIFICATIONS:

* Design usable interfaces for web and mobile
* Advanced knowledge of design and prototyping tools

Apply at

 

A ApplaudoStudios’
"
26,https://www.linkedin.com/feed/update/urn:li:activity:6816881830885683200/,Applaudo Studios,https://www.linkedin.com/company/applaudo-studios/,Company,"UX Designer positions are available! Apply at https://lnkd.in/dcNQa2x and be part of the best digital team in the region.

The hiring and onboarding process is held remotely.
*Most open positions are remote, but make sure to ask during the hiring process.

#BestPlaceToCode #CodeThatChangesLives",Single image,https://media-exp3.licdn.com/dms/image/C4E22AQFyPqq2Jpdcyg/feedshare-shrink_800/0/1625271279375?e=1629331200&v=beta&t=hnPL54RWn-SNbhY1BnuVHXM6MDjU9MDer7gw2mAPB8g,"  

We are hiring
UX Designers

§ QUALIFICATIONS:

* End-to-end user experience process for web and mobile
* Human Centered Design or Design Thinking frameworks

Apply at

 

Al ApplaudoStudios""
"
27,https://www.linkedin.com/feed/update/urn:li:activity:6818432071577554944/,Caribejob Martinique,https://www.linkedin.com/company/caribejob-martinique/,Company,"🇲🇶 🇲🇶 Applaudo Studios recrute un UI Designer. Postuler maintenant » https://ca-ri.be/rCGDUW.
. Postuler maintenant » https://ca-ri.be/rCGDUW.
––
#Job #Emploi #Martinique",Shared link outside LinkedIn without image,https://ca-ri.be/rCGDUW,
28,https://www.linkedin.com/feed/update/urn:li:activity:6818432113025671168/,Caribejob Martinique,https://www.linkedin.com/company/caribejob-martinique/,Company,"🇲🇶 🇲🇶 Applaudo Studios recrute un UX Designer. Postuler maintenant » https://ca-ri.be/pZ8PBT.
. Postuler maintenant » https://ca-ri.be/pZ8PBT.
––
#Job #Emploi #Martinique",Shared link outside LinkedIn without image,https://ca-ri.be/pZ8PBT,
29,https://www.linkedin.com/feed/update/urn:li:activity:6815806398857842688/,Applaudo Studios,https://www.linkedin.com/company/applaudo-studios/,Company,"We are looking for Java Developers to join the best digital team in the region! Apply now to our remote position, go to https://lnkd.in/dcNQa2x

The hiring and onboarding process is held remotely.
*Most open positions can be remote, but make sure to ask during the hiring process.

#BestPlaceToCode #CodeThatChangesLives",Single image,https://media-exp3.licdn.com/dms/image/C4E22AQHyzxodV9ZtmA/feedshare-shrink_800/0/1625014876439?e=1629331200&v=beta&t=YCE0TofmmDsVuZP4UzhMPeNVIBSaBppn6UxRC_QmWs0,"  

Are e—malialare)
AEE BY-\1(\ [0] of 1 5

| QUALIFICATIONS:

* Spring Framework, Spring Security, Spring Authentication
* AWS and Google Cloud Platform
* Develop documentation throughout the SDLC

EN sNeia applaudostudios.com/careers

 

Al ApplaudoStudios""
"
30,https://www.linkedin.com/feed/update/urn:li:activity:6813646872738091008/,Applaudo Studios,https://www.linkedin.com/company/applaudo-studios/,Company,"Best-in-class tech solutions made in El Salvador. We make extraordinary things happen 🤩

#ApplaudoTurns8 #BestPlaceToCode",Multiple images,"['https://media-exp3.licdn.com/dms/image/C4E22AQGq1nyespoYZw/feedshare-shrink_800/0/1624499999918?e=1629331200&v=beta&t=ujLrxH3xmjlQOvY5PFhXiGMkJ25RiPz5QnqH7s5YSjw', 'https://media-exp3.licdn.com/dms/image/C4E22AQFLlinCFJDTQA/feedshare-shrink_800/0/1624500000576?e=1629331200&v=beta&t=vWofVh1UBKc9v8SXr9eHm_ivNaZ0l8sLS0dVEXQfkK8']","

2018

|G U.S. MOBILE APP
DEVELOPER

   

S @ ie) RECOGNIZED AS TOP
a (es) DEVELOPERS BY CLUTCH
"
31,https://www.linkedin.com/feed/update/urn:li:activity:6813930506149748736/,Applaudo Studios,https://www.linkedin.com/company/applaudo-studios/,Company,"We are not afraid to take risks and reinvent the way we do things. We choose to go beyond ourselves.

#ApplaudoTurns8 #BestPlaceToCode",Multiple images,"['https://media-exp3.licdn.com/dms/image/C4D22AQGgoDw_unq7EA/feedshare-shrink_800/0/1624567627212?e=1629331200&v=beta&t=Yiuf3bwdsv8BMvm7DBBntO0Vwn7uQUVor5tFuKK5ZQM', 'https://media-exp3.licdn.com/dms/image/C4D22AQFHeb8Y4zbDqg/feedshare-shrink_800/0/1624567628787?e=1629331200&v=beta&t=-c-3sU7umwAQe61EUL45ude-wj4GPpFS8pFawWB3Dws', 'https://media-exp3.licdn.com/dms/image/C4D22AQGsVw9UbD7kpg/feedshare-shrink_800/0/1624567628909?e=1629331200&v=beta&t=tz6H5cXJszi0QNCAA9n6u5VM42lgxGc43Jx4j67S2mA']","

OUR NEW OFFICE
FROM SCRATCH

 

 

OUR NEW OFFICE
2L OY Wa FROM SCRATCH
"
32,https://www.linkedin.com/feed/update/urn:li:activity:6813273383992643585/,Applaudo Studios,https://www.linkedin.com/company/applaudo-studios/,Company,"Based in El Salvador, and 8 years later⏩: Our team is now all over Latin America 🇸🇻 🇲🇽 🇦🇷 🇨🇱 🇭🇳 🇳🇮 🇬🇹 🇻🇪 🇵🇪 🇨🇷 🇧🇴 🇵🇦 🇨🇴 🇩🇴 🌎

#ApplaudoTurns8 #BestPlaceToCode",Multiple images,"['https://media-exp3.licdn.com/dms/image/C4E22AQH7dy_qG5iQIA/feedshare-shrink_800/0/1624410956200?e=1629331200&v=beta&t=8HF_-w3EtL4-6bhHCI1hBJf3kqenqjkGkRO8Mq5K_ks', 'https://media-exp3.licdn.com/dms/image/C4E22AQGFutZI9x9fig/feedshare-shrink_800/0/1624410958244?e=1629331200&v=beta&t=W_rqYQH3yLSzQQyp3dMeMkplJn416jrR2bXAm5zOP_0']","
 

 

    
     

 

% Reid (0 Cony

7a

aft Cesar NN

   

ONBOARDING sea
MEMBERS FROM ALL
OVER LATIN AMERICA
"
33,https://www.linkedin.com/feed/update/urn:li:activity:6812856313450692608/,Applaudo Studios,https://www.linkedin.com/company/applaudo-studios/,Company,"Started back in 2013, we are celebrating 8 years this week. Take a look at our first office 😉

#ApplaudoTurns8 #BestPlaceToCode",Multiple images,"['https://media-exp3.licdn.com/dms/image/C4E22AQFGWOlAuw-IxQ/feedshare-shrink_800/0/1624311520577?e=1629331200&v=beta&t=tvxQj1AHRMG_rq8GKH_xgrOqhYnSKpbe0i5sMXpSz8w', 'https://media-exp3.licdn.com/dms/image/C4E22AQHGsI2l-1gvRg/feedshare-shrink_2048_1536/0/1624311520565?e=1629331200&v=beta&t=8oE8Me99rlHY0e1BF6JrmVAIjOy981WXjc9WacpcsKU']","

 
"
34,https://www.linkedin.com/feed/update/urn:li:activity:6813547298870611968/,Applaudo Studios,https://www.linkedin.com/company/applaudo-studios/,Company,"Our team has always been and will be the reason that we are unstoppable. Every day striving for the best🏅

#ApplaudoTurns8 #BestPlaceToCode",Multiple images,"['https://media-exp3.licdn.com/dms/image/C4E22AQGiLjOTQ7AqNQ/feedshare-shrink_800/0/1624476264121?e=1629331200&v=beta&t=2LsOXhTwzcjyurjjvMfAP1bQW_NBdzShUVwrNLVZTS0', 'https://media-exp3.licdn.com/dms/image/C4E22AQHS5O4oIEQ7HA/feedshare-shrink_800/0/1624476264387?e=1629331200&v=beta&t=Nx7kL3vP6kmJOb6y1lZ__UcbcPYZJEdQ8kBd1LqIxdM']","
 

FIRST TEAM BUILDING

 
"
35,https://www.linkedin.com/feed/update/urn:li:activity:6813997764897189888/,Applaudo Studios,https://www.linkedin.com/company/applaudo-studios/,Company,"Our passion is what makes us unique. We aren't afraid to challenge ourselves and step out of our comfort zone.

#ApplaudoTurns8 #BestPlaceToCode",Multiple images,"['https://media-exp3.licdn.com/dms/image/C4D22AQFBgUb3pcFXzg/feedshare-shrink_800/0/1624583662718?e=1629331200&v=beta&t=tjMorza-HxUSaYlLKk_WRy4lcTveLkeftC5LaHWOrIc', 'https://media-exp3.licdn.com/dms/image/C4D22AQF_hrAm6E7fQg/feedshare-shrink_800/0/1624583664297?e=1629331200&v=beta&t=0S1frrRgeYPPF_xuTgaFi9-Kxmwlmpldjx3NC0rNm5U']","
 

 

SLOWLY werner AN
"
36,https://www.linkedin.com/feed/update/urn:li:activity:6809902200194695168/,Applaudo Studios,https://www.linkedin.com/company/applaudo-studios/,Company,"Join us! Apply to our open position for Big Data Engineers at https://hubs.li/H0Q6StV0 😉

The hiring and onboarding process is held remotely.
*Most open positions are remote but make sure to ask during the hiring process.

#BestPlaceToCode #CodeThatChangesLives",Single image,https://media-exp3.licdn.com/dms/image/C4E22AQHpm1muMiUeIg/feedshare-shrink_800/0/1623607201608?e=1629331200&v=beta&t=95nZiGODHVtkCmtTl7aaoYldfGEl7_xa6SGF5Nhdx1M," 

 

We are hiring .
Big Data Engineers

§ QUALIFICATIONS:

* Scala Spark

* Data Notebooks: Jupyter or other
* GCP

PT AMEa applaudostudios.com/careers

A ApplaudoStudios""
"
37,https://www.linkedin.com/feed/update/urn:li:activity:6810738281626578944/,Applaudo Studios,https://www.linkedin.com/company/applaudo-studios/,Company,"Check our new article to find out how IT Staffing services benefit the healthcare industry and help streamline processes. Read the complete article: https://bit.ly/3gpvpui

#BestPlaceToCode #SoftwareOutsourcing #SoftwareExperts #ITStaffing #Healthcare",Single image,https://media-exp3.licdn.com/dms/image/C4E22AQFC5Mu8wO1tHw/feedshare-shrink_800/0/1623806543401?e=1629331200&v=beta&t=hgleS3bJe7kXFUGlBo0dd044AVt7NYgC5pD1uOTDCC8,"IT Staffing in the
healthcare industry
"
38,https://www.linkedin.com/feed/update/urn:li:activity:6810566622881886208/,Applaudo Studios,https://www.linkedin.com/company/applaudo-studios/,Company,"Check our open position for Data QA Engineers! Visit our website https://lnkd.in/dcNQa2x and submit your application 🙌

The hiring and onboarding process is held remotely.
*Most open positions are remote but make sure to ask during the hiring process.

#BestPlaceToCode #CodeThatChangesLives",Single image,https://media-exp3.licdn.com/dms/image/C4E22AQHpFZoKC_YQVw/feedshare-shrink_800/0/1623765611684?e=1629331200&v=beta&t=BdZEH-sp-jEUrVzWtZFm1gv896Gr8RJnG48kUpz6nzk,"  

We are hiring
Data Seales .
Assurance Engineers

§ QUALIFICATIONS:

* Data Quality dimensions

* Data Base

* Cloud Platforms.

* Data Warehouse and Data Science

INSEE applaudostudios.com/careers

A ApplaudoStudios""
"
